Source,Material,Total_waste,Latitude,Longitude
Construction and Demolition,Soils,225,55.216147,-1.5897606
Municipal Waste,Container Glass,225,52.950832,-1.3023055
Municipal Waste,Container Glass,225,57.649379,-3.2926793
Construction and Demolition,Plasterboard / Gypsum,225,53.088117,-0.78620922
Combustion,Bottom ash - wood (virgin),225,52.046049,-1.7853498
Construction and Demolition,Mixed Hardcore,224,55.852946,-4.0704765
Construction and Demolition,Mixed Hardcore Fines,224,53.744649,-2.4957798
Construction and Demolition,Mixed Hardcore,224,57.367545,-2.056859
Construction and Demolition,Mixed Hardcore Fines,224,51.572564,-3.2965884
Other,Other Soils,224,53.917026,-1.943936
Municipal Waste,Container Glass,223,52.039934,-2.6775204
Manufacturing,Foundry Sand,223,50.948725,-2.6798056
Construction and Demolition,Mixed Hardcore Fines,223,50.988486,-3.2446084
Construction and Demolition,Soils,223,53.591393,-1.2445742
Manufacturing,Galvanic Sludge,223,51.88022,-0.743313
Construction and Demolition,Mixed Hardcore Fines,223,51.52545,-3.685327
Municipal Waste,Container Glass,223,53.893318,-3.0103422
Construction and Demolition,Mixed Hardcore Fines,222,51.769731,-0.44606207
Municipal Waste,Container Glass,222,56.19196,-3.0231658
Municipal Waste,Container Glass,222,56.126095,-3.1503368
Municipal Waste,Container Glass,222,56.182607,-3.1813647
Construction and Demolition,Plasterboard / Gypsum,222,52.06712,-2.1950824
Municipal Waste,Container Glass,222,55.745106,-6.3138125
Construction and Demolition,Plasterboard / Gypsum,221,53.788959,-1.5734455
Construction and Demolition,Plasterboard / Gypsum,221,54.54003,-3.4853349
Construction and Demolition,Soils,221,53.556147,-1.0882084
Construction and Demolition,Soils,221,51.490307,-0.3235212
Other,Other Soils,221,51.825288,-0.84931715
Construction and Demolition,Mixed Hardcore Fines,221,52.24752,-0.90727099
Municipal Waste,Container Glass,221,51.791114,1.1248244
Construction and Demolition,Mixed Hardcore Fines,220,54.880835,-1.3705995
Construction and Demolition,Plasterboard / Gypsum,220,52.134429,-2.0255364
Other,Other Soils,220,52.644529,-1.9497074
Construction and Demolition,Plasterboard / Gypsum,219,53.52824,-1.152077
Construction and Demolition,Mixed Hardcore Fines,219,52.527867,-2.0257074
Other,Other Soils,219,53.108832,-1.2397746
Construction and Demolition,Soils,219,53.693842,-1.3006398
Construction and Demolition,Mixed Hardcore Fines,219,52.144915,-0.28469558
Construction and Demolition,Plasterboard / Gypsum,219,53.030254,-1.1863878
Construction and Demolition,Plasterboard / Gypsum,219,52.50078,-2.0253968
Other,Other Soils,219,57.083962,-2.1135229
Construction and Demolition,Plasterboard / Gypsum,218,51.261688,-0.73408085
Municipal Waste,Container Glass,218,52.672129,-1.1460993
Construction and Demolition,Soils,218,55.862894,-3.582579
Construction and Demolition,Mixed Hardcore Fines,218,51.736515,-3.4485752
Municipal Waste,Container Glass,218,53.472605,-2.3102188
Other,Other Soils,218,51.720331,-0.44406441
Other,Other Soils,217,51.345339,-0.10467042
Other,Other Soils,217,55.590833,-2.4248718
Construction and Demolition,Soils,217,52.651714,0.15678449
Construction and Demolition,Mixed Hardcore Fines,217,51.977763,0.85713368
Construction and Demolition,Plasterboard / Gypsum,217,52.048892,1.2630488
Construction and Demolition,Mixed Hardcore Fines,217,54.897385,-1.4886903
Construction and Demolition,Soils,217,51.482969,-0.044786862
Other,Other Soils,217,56.383671,-3.4266823
Construction and Demolition,Mixed Hardcore Fines,216,54.034201,-1.4492862
Construction and Demolition,Plasterboard / Gypsum,216,55.869067,-4.0235766
Other,Other Soils,216,51.822369,1.0261763
Construction and Demolition,Mixed Hardcore Fines,216,50.719908,-2.0731418
Construction and Demolition,Soils,216,52.986689,-2.1284798
Construction and Demolition,Plasterboard / Gypsum,216,53.535942,-1.0778391
Construction and Demolition,Mixed Hardcore Fines,215,53.589693,-2.2829319
Construction and Demolition,Soils,215,51.948916,1.054895
Other,Other Soils,214,54.054892,-2.8314532
Manufacturing,Zinc Ash,214,51.520084,-0.003803029
Other,Vehicle Glass,214,50.787869,-2.0169715
Other,Other Soils,214,52.279386,-1.3616022
Construction and Demolition,Mixed Hardcore Fines,214,53.664099,-1.5084661
Construction and Demolition,Soils,214,53.205728,-2.8435011
Construction and Demolition,Soils,213,51.53261,-0.014861913
Other,Other Soils,213,53.974863,-1.9709966
Municipal Waste,Container Glass,213,52.252126,-0.79831379
Construction and Demolition,Mixed Hardcore Fines,213,51.802099,-0.74296252
Construction and Demolition,Mixed Hardcore Fines,213,53.014861,-1.1860065
Other,Other Soils,213,55.870882,-3.6219652
Construction and Demolition,Mixed Hardcore Fines,213,51.414943,-0.77732172
Construction and Demolition,Mixed Hardcore Fines,213,54.706034,-3.5070727
Municipal Waste,Container Glass,213,50.771673,-1.9503136
Construction and Demolition,Soils,212,52.386459,0.22442088
Construction and Demolition,Soils,212,51.345339,-0.10467042
Other,Other Soils,212,55.906621,-4.4648779
Construction and Demolition,Mixed Hardcore Fines,212,53.167213,-2.2019409
Municipal Waste,Container Glass,211,51.890417,0.53678542
Construction and Demolition,Mixed Hardcore Fines,211,54.473036,-0.59776901
Construction and Demolition,Mixed Hardcore Fines,211,56.722026,-2.459445
Construction and Demolition,Mixed Hardcore Fines,211,53.140737,-2.3990849
Construction and Demolition,Mixed Hardcore Fines,211,53.512418,-1.3667082
Construction and Demolition,Mixed Hardcore Fines,211,53.041256,-2.2628889
Construction and Demolition,Mixed Hardcore Fines,211,52.963795,-0.012235804
Other,Other Soils,211,51.463598,-0.4098684
Municipal Waste,Container Glass,211,50.935696,-2.5225592
Municipal Waste,Container Glass,211,50.838894,-1.0949836
Combustion,Fly Ash - Coal,210,53.79102,-1.2582981
Construction and Demolition,Plasterboard / Gypsum,210,52.734388,0.20281292
Other,Other Soils,210,55.859941,-3.701512
Construction and Demolition,Mixed Hardcore Fines,210,51.480589,0.21308299
Construction and Demolition,Plasterboard / Gypsum,210,51.354716,0.54865526
Construction and Demolition,Soils,210,50.127472,-5.6634394
Construction and Demolition,Plasterboard / Gypsum,210,52.414459,0.32536956
Construction and Demolition,Mixed Hardcore Fines,210,51.028388,-3.0779785
Municipal Waste,Container Glass,210,50.796699,-1.1685607
Construction and Demolition,Mixed Hardcore Fines,209,53.626069,-1.875978
Construction and Demolition,Glass,209,52.413514,-0.73754718
Construction and Demolition,Mixed Hardcore Fines,209,53.755766,-1.084923
Construction and Demolition,Soils,208,52.05848,-1.3169295
Construction and Demolition,Plasterboard / Gypsum,208,50.967546,-3.3115536
Other,Other Soils,208,54.999168,-1.4809883
Construction and Demolition,Soils,208,53.675273,-1.6686901
Construction and Demolition,Soils,208,50.799959,0.050571314
Construction and Demolition,Mixed Hardcore Fines,208,55.430681,-4.3071971
Construction and Demolition,Mixed Hardcore Fines,207,57.147988,-2.0857231
Construction and Demolition,Plasterboard / Gypsum,207,53.805771,-1.5850279
Construction and Demolition,Plasterboard / Gypsum,206,57.49438,-1.8011756
Construction and Demolition,Mixed Hardcore Fines,206,52.111221,-1.7753707
Construction and Demolition,Mixed Hardcore Fines,206,57.675799,-4.3042795
Construction and Demolition,Plasterboard / Gypsum,206,53.312675,-1.1440158
Construction and Demolition,Mixed Hardcore Fines,206,50.343585,-3.5866137
Construction and Demolition,Mixed Hardcore Fines,206,51.557901,0.15706429
Construction and Demolition,Mixed Hardcore Fines,206,54.999168,-1.4809883
Construction and Demolition,Soils,205,53.609702,-0.18662684
Other,Other Soils,205,55.131921,-1.5415336
Construction and Demolition,Mixed Hardcore Fines,205,52.048892,1.2630488
Construction and Demolition,Plasterboard / Gypsum,205,53.713855,-1.3578545
Other,Other Soils,205,53.782295,-2.3903238
Manufacturing,Foundry Sand,204,52.341861,-1.4771173
Construction and Demolition,Mixed Hardcore Fines,204,52.25286,-0.90142651
Construction and Demolition,Mixed Hardcore,204,56.323996,-2.9884538
Construction and Demolition,Mixed Hardcore Fines,204,55.617082,-2.7621162
Other,Other Soils,204,51.328551,-0.87469485
Construction and Demolition,Plasterboard / Gypsum,204,51.506473,-0.44205114
Other,Other Soils,203,54.678657,-1.205923
Other,Other Soils,203,55.873048,-4.3875654
Other,Other Soils,203,53.955025,-1.1846816
Construction and Demolition,Mixed Hardcore Fines,202,51.481476,-0.93514941
Construction and Demolition,Mixed Hardcore Fines,202,53.758987,-0.3383464
Construction and Demolition,Plasterboard / Gypsum,202,51.375159,-0.12700365
Other,Other Soils,202,51.915688,-1.0011258
Other,Other Soils,202,57.069653,-2.1542964
Construction and Demolition,Soils,202,51.137826,-1.104876
Other,Other Soils,201,50.893513,0.31491027
Construction and Demolition,Plasterboard / Gypsum,201,51.541076,-0.026304334
Municipal Waste,Container Glass,201,52.949197,-0.81896099
Construction and Demolition,Mixed Hardcore Fines,201,51.698131,-3.0288977
Other,Other Soils,201,52.012407,0.26029111
Construction and Demolition,Soils,200,53.78948,-1.727596
Construction and Demolition,Plasterboard / Gypsum,200,51.913687,-0.47969978
Construction and Demolition,Mixed Hardcore Fines,199,52.525485,1.0533846
Construction and Demolition,Mixed Hardcore,198,55.879269,-3.1482683
Construction and Demolition,Mixed Hardcore Fines,198,52.32253,-0.68093368
Construction and Demolition,Mixed Hardcore Fines,198,51.498484,-3.6522906
Construction and Demolition,Mixed Hardcore Fines,198,51.948916,1.054895
Construction and Demolition,Mixed Hardcore Fines,197,53.260402,-0.63501726
Construction and Demolition,Mixed Hardcore Fines,197,51.817184,1.1699626
Construction and Demolition,Mixed Hardcore Fines,197,51.626863,0.00456513
Construction and Demolition,Mixed Hardcore Fines,196,51.845676,-4.961954
Construction and Demolition,Mixed Hardcore Fines,196,55.002281,-1.4492906
Construction and Demolition,Mixed Hardcore Fines,195,53.718021,-0.53156194
Construction and Demolition,Mixed Hardcore Fines,195,55.788361,-2.014661
Construction and Demolition,Mixed Hardcore Fines,195,53.770284,-2.3656035
Other,Other Soils,195,55.780897,-4.0842423
Construction and Demolition,Mixed Hardcore Fines,195,51.441861,0.17290332
Construction and Demolition,Mixed Hardcore Fines,195,51.667371,-4.0974216
Construction and Demolition,Mixed Hardcore Fines,195,53.831849,-2.650469
Construction and Demolition,Mixed Hardcore Fines,195,52.418882,-1.9173503
Construction and Demolition,Mixed Hardcore Fines,195,50.643543,-1.2580184
Construction and Demolition,Mixed Hardcore Fines,195,52.858738,-1.2997728
Other,Other Soils,194,56.304823,-3.3392268
Construction and Demolition,Mixed Hardcore Fines,194,52.375895,0.50642922
Construction and Demolition,Mixed Hardcore Fines,194,51.343922,-0.26142591
Construction and Demolition,Mixed Hardcore Fines,194,51.635118,-0.46898959
Construction and Demolition,Mixed Hardcore Fines,194,51.498705,-3.1240191
Construction and Demolition,Mixed Hardcore Fines,193,52.435737,1.717925
Construction and Demolition,Mixed Hardcore Fines,193,51.568713,-0.43364795
Construction and Demolition,Mixed Hardcore Fines,193,50.159478,-5.172309
Combustion,Bottom ash - wood (virgin),193,50.790844,-1.8597656
Municipal Waste,Container Glass,193,57.083962,-2.1135229
Construction and Demolition,Mixed Hardcore Fines,192,52.770793,-0.36325169
Construction and Demolition,Mixed Hardcore Fines,192,50.712958,-3.4077343
Construction and Demolition,Mixed Hardcore Fines,191,52.421526,-1.5006886
Construction and Demolition,Mixed Hardcore Fines,191,53.363657,-1.2349171
Construction and Demolition,Mixed Hardcore Fines,190,51.377357,-0.21129009
Construction and Demolition,Mixed Hardcore Fines,190,53.80708,-2.2132526
Construction and Demolition,Mixed Hardcore Fines,190,51.448246,-1.983518
Construction and Demolition,Mixed Hardcore Fines,190,55.877788,-3.4872101
Construction and Demolition,Mixed Hardcore Fines,189,51.09234,0.85074058
Other,Other Soils,189,57.44522,-2.799331
Construction and Demolition,Mixed Hardcore Fines,189,51.226945,1.3893068
Construction and Demolition,Mixed Hardcore Fines,189,53.752228,-2.9441958
Construction and Demolition,Mixed Hardcore Fines,189,52.12667,1.4269236
Construction and Demolition,Mixed Hardcore Fines,188,52.577163,-0.21580533
Construction and Demolition,Mixed Hardcore Fines,187,51.490662,0.01918421
Construction and Demolition,Mixed Hardcore Fines,187,53.473276,-0.99784001
Construction and Demolition,Mixed Hardcore Fines,187,55.862894,-3.582579
Construction and Demolition,Mixed Hardcore Fines,186,51.681206,-0.093787977
Construction and Demolition,Mixed Hardcore Fines,186,50.739377,-1.5592126
Construction and Demolition,Mixed Hardcore Fines,186,53.372656,-1.9668945
Construction and Demolition,Mixed Hardcore,186,56.620583,-6.076341
Other,Other Soils,185,56.476265,-3.0552207
Construction and Demolition,Mixed Hardcore,185,56.026733,-5.4256997
Construction and Demolition,Mixed Hardcore Fines,185,52.24752,-0.90727099
Construction and Demolition,Mixed Hardcore Fines,185,53.426833,-1.376077
Construction and Demolition,Mixed Hardcore Fines,185,51.550842,-0.14480774
Other,Other Soils,185,57.124905,-2.081012
Construction and Demolition,Mixed Hardcore Fines,185,53.541954,-2.0976243
Construction and Demolition,Mixed Hardcore Fines,184,51.392,-1.22399
Construction and Demolition,Mixed Hardcore Fines,183,52.458278,-1.8266357
Construction and Demolition,Mixed Hardcore Fines,183,52.44676,-0.7450575
Construction and Demolition,Mixed Hardcore Fines,183,53.756482,-1.8713483
Construction and Demolition,Mixed Hardcore Fines,183,52.55209,-0.11280429
Construction and Demolition,Mixed Hardcore Fines,183,51.277139,-1.0666025
Construction and Demolition,Mixed Hardcore Fines,183,53.492718,-0.97023491
Construction and Demolition,Mixed Hardcore Fines,182,50.976719,-2.3521947
Construction and Demolition,Mixed Hardcore Fines,182,52.120503,-4.0764935
Construction and Demolition,Mixed Hardcore Fines,182,51.43978,0.25639365
Construction and Demolition,Mixed Hardcore,181,57.46266,-1.8678379
Other,Other Soils,181,55.736888,-4.5495418
Construction and Demolition,Mixed Hardcore Fines,181,52.903171,-4.385624
Construction and Demolition,Mixed Hardcore Fines,181,55.161622,-1.6668671
Construction and Demolition,Mixed Hardcore Fines,181,50.241273,-4.9198275
Construction and Demolition,Mixed Hardcore Fines,180,53.496239,-1.1570869
Construction and Demolition,Mixed Hardcore Fines,179,53.568067,-0.4174646
Construction and Demolition,Mixed Hardcore Fines,179,51.76877,-0.32122427
Construction and Demolition,Mixed Hardcore Fines,179,55.800067,-4.3977109
Construction and Demolition,Mixed Hardcore Fines,178,51.741563,-1.4041258
Construction and Demolition,Mixed Hardcore Fines,178,53.094624,-2.3378501
Construction and Demolition,Mixed Hardcore Fines,177,52.459142,-0.46329231
Construction and Demolition,Mixed Hardcore Fines,176,52.478432,-1.7460921
Construction and Demolition,Mixed Hardcore Fines,176,51.070607,-3.0127187
Construction and Demolition,Mixed Hardcore Fines,176,51.974023,-0.44206191
Construction and Demolition,Mixed Hardcore Fines,175,51.341858,-0.020889649
Municipal Waste,Container Glass,175,56.621035,-3.86015
Construction and Demolition,Mixed Hardcore Fines,174,51.46949,-2.7917668
Construction and Demolition,Mixed Hardcore Fines,174,51.379574,-1.3196649
Construction and Demolition,Mixed Hardcore Fines,173,52.511063,-1.7857317
Construction and Demolition,Mixed Hardcore Fines,173,50.979662,-0.96472953
Construction and Demolition,Mixed Hardcore Fines,173,51.740047,-1.4066077
Construction and Demolition,Mixed Hardcore Fines,172,51.0436,-4.1311145
Municipal Waste,Container Glass,172,55.598128,-4.6585767
Construction and Demolition,Mixed Hardcore Fines,172,51.799075,-1.3156779
Construction and Demolition,Mixed Hardcore Fines,171,51.170769,0.42636512
Construction and Demolition,Mixed Hardcore Fines,171,52.577181,-0.21581934
Construction and Demolition,Mixed Hardcore Fines,171,53.556147,-1.0882084
Other,Other Soils,169,55.249213,-3.7256446
Combustion,Bottom ash - wood (recycled),169,54.696603,-3.4588372
Municipal Waste,Container Glass,169,55.086469,-3.6392362
Construction and Demolition,Mixed Hardcore Fines,169,53.587197,-1.0314188
Construction and Demolition,Mixed Hardcore Fines,169,53.395214,-2.0911818
Construction and Demolition,Mixed Hardcore Fines,169,53.687742,-1.6384443
Construction and Demolition,Mixed Hardcore Fines,168,54.193441,-3.0842465
Construction and Demolition,Mixed Hardcore Fines,168,52.987975,-2.1823634
Construction and Demolition,Mixed Hardcore Fines,167,51.822369,1.0261763
Other,Other Soils,166,56.697676,-3.7185918
Construction and Demolition,Mixed Hardcore Fines,166,53.690747,-2.2376347
Construction and Demolition,Mixed Hardcore Fines,165,51.963015,-1.8847579
Construction and Demolition,Mixed Hardcore Fines,165,53.789785,-0.55342123
Municipal Waste,Container Glass,165,56.292538,-3.7159385
Construction and Demolition,Mixed Hardcore Fines,164,53.527419,-1.4659556
Construction and Demolition,Mixed Hardcore Fines,164,53.921741,-0.81344763
Construction and Demolition,Mixed Hardcore,164,55.845594,-3.5799432
Construction and Demolition,Mixed Hardcore Fines,164,53.394006,-1.0210571
Construction and Demolition,Mixed Hardcore Fines,163,54.150151,-3.2278831
Construction and Demolition,Mixed Hardcore Fines,163,52.587956,-0.45259043
Construction and Demolition,Mixed Hardcore Fines,163,53.782891,-0.49575489
Construction and Demolition,Mixed Hardcore Fines,163,50.364436,-4.9583232
Construction and Demolition,Mixed Hardcore Fines,162,51.485053,-0.045720358
Construction and Demolition,Mixed Hardcore Fines,162,50.980081,0.94952232
Construction and Demolition,Mixed Hardcore Fines,162,52.612818,-0.15345713
Construction and Demolition,Mixed Hardcore Fines,162,58.248666,-6.4015021
Construction and Demolition,Mixed Hardcore Fines,162,51.756531,0.39172639
Construction and Demolition,Mixed Hardcore Fines,161,52.620251,-1.9393953
Municipal Waste,Container Glass,161,56.043981,-3.347239
Municipal Waste,Container Glass,161,56.097335,-3.405447
Municipal Waste,Container Glass,161,56.109667,-3.3650353
Municipal Waste,Container Glass,161,56.137286,-3.3121857
Construction and Demolition,Mixed Hardcore Fines,161,52.51245,-2.0201874
Construction and Demolition,Plasterboard / Gypsum,159,55.063829,-3.5585582
Construction and Demolition,Mixed Hardcore Fines,159,50.642287,-4.7267845
Construction and Demolition,Mixed Hardcore Fines,158,51.948916,1.054895
Construction and Demolition,Mixed Hardcore Fines,158,52.9782,-2.0118433
Other,Linings and Refractories,158,55.972184,-2.4653984
Construction and Demolition,Mixed Hardcore Fines,158,51.485886,-0.51024459
Construction and Demolition,Mixed Hardcore Fines,158,51.79097,0.12911693
Municipal Waste,Container Glass,158,55.932822,-3.4120336
Construction and Demolition,Mixed Hardcore Fines,158,51.782084,-0.15256
Construction and Demolition,Mixed Hardcore Fines,158,54.900357,-1.3642916
Construction and Demolition,Mixed Hardcore Fines,157,50.704285,-1.4485189
Construction and Demolition,Mixed Hardcore Fines,157,53.433604,-2.4340508
Construction and Demolition,Mixed Hardcore Fines,155,54.964281,-1.7027519
Construction and Demolition,Mixed Hardcore Fines,155,52.439169,-0.79487985
Construction and Demolition,Mixed Hardcore Fines,154,51.461056,-0.14277916
Construction and Demolition,Mixed Hardcore Fines,154,55.568257,-5.2703026
Construction and Demolition,Mixed Hardcore Fines,154,56.123842,-3.1481784
Construction and Demolition,Soils,154,55.838861,-5.0702328
Construction and Demolition,Mixed Hardcore Fines,153,50.60429,-4.7657729
Other,Other Soils,153,56.832623,-2.474024
Municipal Waste,Container Glass,153,56.019678,-3.833325
Construction and Demolition,Mixed Hardcore Fines,153,54.848203,-1.5020358
Construction and Demolition,Mixed Hardcore Fines,152,54.590292,-1.1626087
Construction and Demolition,Mixed Hardcore Fines,152,55.859941,-3.701512
Construction and Demolition,Mixed Hardcore Fines,152,51.767493,0.52747945
Construction and Demolition,Mixed Hardcore Fines,151,53.062457,-1.4767944
Construction and Demolition,Mixed Hardcore Fines,151,50.628484,-2.4459367
Municipal Waste,Container Glass,150,56.327697,-2.8075765
Municipal Waste,Container Glass,150,56.319161,-3.0064368
Municipal Waste,Container Glass,150,56.207098,-2.7678818
Municipal Waste,Container Glass,150,56.290421,-3.1388865
Construction and Demolition,Mixed Hardcore Fines,150,53.44613,-1.3637795
Construction and Demolition,Mixed Hardcore Fines,150,53.038807,-2.2106757
Construction and Demolition,Mixed Hardcore Fines,150,52.055235,1.1389161
Construction and Demolition,Mixed Hardcore Fines,149,53.699723,-1.7740993
Construction and Demolition,Mixed Hardcore Fines,149,53.578714,-0.10139927
Construction and Demolition,Mixed Hardcore Fines,148,51.989808,-0.20137802
Municipal Waste,Container Glass,148,55.597889,-4.6505118
Construction and Demolition,Mixed Hardcore Fines,148,52.51267,-2.1507693
Construction and Demolition,Mixed Hardcore Fines,148,52.743212,-1.3654245
Construction and Demolition,Plasterboard / Gypsum,148,56.383671,-3.4266823
Construction and Demolition,Mixed Hardcore Fines,147,51.873821,0.19013727
Construction and Demolition,Mixed Hardcore Fines,147,51.787193,-0.72561646
Municipal Waste,Container Glass,146,56.304823,-3.3392268
Other,Other Soils,146,55.750576,-4.6825216
Other,Other Soils,146,55.95052,-4.8160726
Construction and Demolition,Mixed Hardcore Fines,146,52.111221,-1.7753707
Construction and Demolition,Mixed Hardcore Fines,146,56.466032,-2.9412602
Construction and Demolition,Mixed Hardcore Fines,146,51.305217,0.89254493
Construction and Demolition,Mixed Hardcore Fines,145,50.966399,-1.2840474
Construction and Demolition,Mixed Hardcore Fines,145,52.632897,1.1825264
Construction and Demolition,Mixed Hardcore Fines,145,53.479917,-2.9557072
Construction and Demolition,Mixed Hardcore Fines,145,55.723975,-3.959598
Construction and Demolition,Mixed Hardcore Fines,145,51.440338,0.75709364
Construction and Demolition,Mixed Hardcore Fines,144,54.836727,-1.3398355
Construction and Demolition,Mixed Hardcore Fines,144,56.109667,-3.3650353
Construction and Demolition,Mixed Hardcore Fines,144,56.319161,-3.0064368
Construction and Demolition,Mixed Hardcore Fines,143,51.309619,0.37162384
Construction and Demolition,Mixed Hardcore Fines,143,52.651714,0.15678449
Construction and Demolition,Mixed Hardcore Fines,143,51.946297,-0.04946541
Combustion,Bottom ash - wood (virgin),143,54.684819,-2.7731772
Construction and Demolition,Mixed Hardcore Fines,143,52.779883,0.40204486
Construction and Demolition,Mixed Hardcore Fines,143,51.428801,-0.78260502
Construction and Demolition,Mixed Hardcore Fines,142,52.621146,-1.9320084
Construction and Demolition,Mixed Hardcore Fines,142,51.493572,0.035519719
Construction and Demolition,Mixed Hardcore Fines,142,52.802813,1.3978591
Construction and Demolition,Mixed Hardcore Fines,141,52.013893,-1.3614812
Construction and Demolition,Mixed Hardcore Fines,141,51.155407,-0.13192649
Construction and Demolition,Mixed Hardcore Fines,140,57.491102,-4.2247949
Municipal Waste,Container Glass,140,58.989735,-2.9783008
Construction and Demolition,Mixed Hardcore Fines,140,55.16449,-1.6545527
Construction and Demolition,Mixed Hardcore Fines,140,53.700729,-1.3828651
Construction and Demolition,Mixed Hardcore Fines,140,50.898871,-2.9458638
Construction and Demolition,Mixed Hardcore Fines,140,51.341124,-0.53848836
Construction and Demolition,Mixed Hardcore Fines,139,53.849989,-3.0321001
Construction and Demolition,Mixed Hardcore Fines,139,53.564153,-2.7971394
Other,Other Soils,139,55.568257,-5.2703026
Municipal Waste,Container Glass,138,55.063829,-3.5585582
Construction and Demolition,Mixed Hardcore Fines,138,51.915249,0.98070489
Construction and Demolition,Mixed Hardcore Fines,137,52.460716,-1.8476871
Construction and Demolition,Mixed Hardcore Fines,137,50.797022,-1.1522373
Municipal Waste,Container Glass,137,57.64947,-3.2925485
Municipal Waste,Container Glass,137,58.960005,-2.8639096
Construction and Demolition,Mixed Hardcore Fines,136,54.473036,-0.59776901
Construction and Demolition,Mixed Hardcore Fines,136,51.137826,-1.104876
Other,Other Soils,136,55.865572,-2.0896914
Construction and Demolition,Mixed Hardcore,136,56.672398,-3.0038597
Construction and Demolition,Mixed Hardcore Fines,136,57.666625,-2.9797866
Construction and Demolition,Mixed Hardcore Fines,136,50.797555,1.0633477
Construction and Demolition,Mixed Hardcore Fines,136,50.722828,-2.767141
Construction and Demolition,Mixed Hardcore Fines,136,51.736552,0.68850252
Municipal Waste,Container Glass,135,57.47132,-7.3716152
Construction and Demolition,Mixed Hardcore Fines,135,50.426392,-4.4384338
Construction and Demolition,Mixed Hardcore Fines,135,51.886895,-0.44278036
Construction and Demolition,Mixed Hardcore Fines,135,51.57524,0.27373385
Construction and Demolition,Mixed Hardcore Fines,135,51.141755,-3.333497
Other,Other Soils,134,56.069246,-4.337442
Construction and Demolition,Mixed Hardcore Fines,134,53.479734,-1.2134081
Construction and Demolition,Mixed Hardcore Fines,134,53.44021,-1.2412509
Construction and Demolition,Mixed Hardcore,134,58.349729,-3.1656668
Other,Other Soils,133,55.7839,-4.8562426
Construction and Demolition,Mixed Hardcore Fines,133,51.515055,0.10086027
Other,Other Soils,133,55.975239,-3.155421
Construction and Demolition,Mixed Hardcore Fines,133,53.349561,-2.7676963
Construction and Demolition,Mixed Hardcore Fines,132,51.119374,1.2372245
Construction and Demolition,Mixed Hardcore Fines,132,51.686122,-0.13508716
Construction and Demolition,Soils,132,54.928252,-3.7995054
Construction and Demolition,Mixed Hardcore Fines,131,51.518335,0.003860747
Construction and Demolition,Mixed Hardcore Fines,131,52.50995,-2.1546645
Construction and Demolition,Mixed Hardcore Fines,131,52.414459,0.32536956
Construction and Demolition,Mixed Hardcore Fines,131,52.637728,1.7201011
Construction and Demolition,Mixed Hardcore Fines,131,51.993752,-1.0926031
Construction and Demolition,Mixed Hardcore Fines,130,52.534461,-1.4884851
Construction and Demolition,Mixed Hardcore Fines,130,53.560083,-0.21133742
Construction and Demolition,Mixed Hardcore Fines,130,54.677336,-1.2074221
Construction and Demolition,Mixed Hardcore Fines,130,50.792785,-1.9687495
Construction and Demolition,Mixed Hardcore Fines,129,53.682357,-1.6442891
Construction and Demolition,Mixed Hardcore Fines,129,50.711287,-3.5295935
Construction and Demolition,Mixed Hardcore Fines,129,51.707106,-0.20581049
Construction and Demolition,Mixed Hardcore Fines,129,51.587048,0.49455242
Construction and Demolition,Mixed Hardcore Fines,128,51.326923,-0.24075418
Construction and Demolition,Mixed Hardcore Fines,128,56.043981,-3.347239
Construction and Demolition,Mixed Hardcore Fines,128,55.73419,-3.9468103
Construction and Demolition,Plasterboard / Gypsum,128,55.475282,-4.6283927
Construction and Demolition,Mixed Hardcore Fines,128,51.219339,-0.74535193
Combustion,Fly Ash - wood (virgin),128,51.753324,0.049410179
Construction and Demolition,Mixed Hardcore Fines,127,52.208722,1.5724766
Construction and Demolition,Mixed Hardcore Fines,127,52.946472,-1.1391607
Combustion,Bottom ash - wood (recycled),127,54.563511,-1.8180702
Construction and Demolition,Mixed Hardcore Fines,127,51.450498,0.30958654
Combustion,Fly Ash - wood (virgin),127,52.161978,-1.6904279
Construction and Demolition,Mixed Hardcore Fines,126,54.578634,-1.2049289
Construction and Demolition,Mixed Hardcore Fines,125,51.399321,0.035372147
Other,Other Soils,125,55.770581,-2.338363
Construction and Demolition,Mixed Hardcore Fines,125,54.138752,-2.757319
Construction and Demolition,Soils,125,58.218266,-6.4161556
Construction and Demolition,Mixed Hardcore Fines,125,51.591799,0.45608939
Construction and Demolition,Mixed Hardcore Fines,125,51.609633,-1.068076
Construction and Demolition,Mixed Hardcore,125,57.124905,-2.081012
Manufacturing,Mill scales,125,55.59783,-4.5041259
Construction and Demolition,Mixed Hardcore Fines,124,52.056931,-0.033053187
Construction and Demolition,Mixed Hardcore Fines,124,51.299125,1.345467
Construction and Demolition,Mixed Hardcore Fines,124,53.713855,-1.3578545
Municipal Waste,Container Glass,123,55.923452,-3.2914587
Construction and Demolition,Mixed Hardcore Fines,123,50.748561,-1.9473471
Combustion,Bottom ash - wood (recycled),122,50.708945,-3.4130527
Construction and Demolition,Mixed Hardcore Fines,122,56.097335,-3.405447
Construction and Demolition,Mixed Hardcore Fines,122,50.838894,-1.0949836
Construction and Demolition,Mixed Hardcore Fines,122,52.885872,0.50147611
Construction and Demolition,Mixed Hardcore Fines,122,50.710882,-2.4100079
Construction and Demolition,Plasterboard / Gypsum,122,56.566665,-2.595567
